"STATE CODE","TYPE CODE","COUNTY CODE","UNIT CODE","NAME","TITLE","ADDRESS 1","ADDRESS 2","CITY","STATE AB","ZIP","EL-SEC ENROLLMENT 1996","FIPS STATE","FIPS COUNTY","COUNTY AREA NAME","COUNTY AREA TYPE","FIPS MSA","FIPS CMSA","MSA POPULAR NAME"
"01","5","039","001","FLORENCE CITY SCH DIST","SUPT","541 RIVERVIEW DR",,"FLORENCE","AL","35630",4951,"01","077","LAUDERDALE","COUNTY","2650","00","FLORENCE, AL"
"01","5","039","002","LAUDERDALE CO SCH DIST","SUPT","P O BOX 278",,"FLORENCE","AL","35631",8643,"01","077","LAUDERDALE","COUNTY","2650","00","FLORENCE, AL"
"01","5","040","001","LAWRENCE CO SCH DIST","SUPT","14131 MARKET ST",,"MOULTON","AL","35650",6307,"01","079","LAWRENCE","COUNTY","2030","00","DECATUR, AL"
"01","5","041","001","LEE CO SCH DIST","SUPT","COURTHOUSE-BOX 120",,"OPELIKA","AL","36803",7154,"01","081","LEE","COUNTY",,,
"01","5","041","002","OPELIKA CITY SCHS","SUPT","P O BOX 2469",,"OPELIKA","AL","36803",4559,"01","081","LEE","COUNTY",,,
"01","5","041","701","AUBURN CITY SCHOOL DIST","SUPT","PO BOX 3270",,"AUBURN","AL","36831",4067,"01","081","LEE","COUNTY",,,
"01","5","042","001","ATHENS CITY SCH DIST","SUPT","313 EAST WASHINGTON ST",,"ATHENS","AL","35611",2981,"01","083","LIMESTONE","COUNTY","3440","00","HUNTSVILLE, AL"
"01","5","042","002","LIMESTONE CO SCH DIST","SUPT","300 S JEFFERSON ST",,"ATHENS","AL","35611",7474,"01","083","LIMESTONE","COUNTY","3440","00","HUNTSVILLE, AL"
"01","5","043","001","LOWNDES CO SCH DIST","SUPT","COURTHOUSE-P O BOX 755",,"HAYNEVILLE","AL","36040",2969,"01","085","LOWNDES","COUNTY",,,
"01","5","044","001","MACON CO SCH DIST","SUPT","BOX 90",,"TUSKEGEE","AL","36083",4280,"01","087","MACON","COUNTY",,,
"01","5","045","001","HUNTSVILLE CITY SCH DIST","RONNIE BURLISON","PO BOX 1256",,"HUNTSVILLE","AL","35807",24163,"01","089","MADISON","COUNTY","3440","00","HUNTSVILLE, AL"
"01","5","045","002","MADISON CO SCH DIST","SUPT","CO COURTHOUSE PO BOX 226",,"HUNTSVILLE","AL","35804",18182,"01","089","MADISON","COUNTY","3440","00","HUNTSVILLE, AL"
"01","5","046","001","DEMOPOLIS CITY SCH DIST","SUPT","P O BOX 700",,"DEMOPOLIS","AL","36732",2221,"01","091","MARENGO","COUNTY",,,
"01","5","046","002","MARENGO CO SCH DIST","SUPT","COURTHOUSE - BOX 480339",,"LINDEN","AL","36748",2011,"01","091","MARENGO","COUNTY",,,
"01","5","046","701","LINDEN CITY SCHOOL DIST","SUPT","NORTH MAIN ST-BOX C",,"LINDEN","AL","36748",690,"01","091","MARENGO","COUNTY",,,
"01","5","047","001","MARION CO SCH DIST","SUPT","PO BOX 189",,"HAMILTON","AL","35570",4094,"01","093","MARION","COUNTY",,,
"01","5","047","002","WINFIELD CTY SCH DIST","SUPT","PO BOX 70",,"WINFIELD","AL","35594",1422,"01","093","MARION","COUNTY",,,
"01","5","048","001","MARSHALL CO SCH DIST","SUPT","12380 US HIGHWAY 431 SO",,"GUNTERSVILLE","AL","35976",6793,"01","095","MARSHALL","COUNTY",,,
"01","5","048","401","ALBERTVILLE CITY SCH DIST","SUPERINTENDENT","PO BOX 1487",,"ALBERTVILLE","AL","35950",3213,"01","095","MARSHALL","COUNTY",,,
"01","5","048","801","ARAB CITY SCHOOL DISTRICT","SUPT","P O DRAWER O",,"ARAB","AL","35016",2518,"01","095","MARSHALL","COUNTY",,,
"01","5","048","802","GUNTERSVILLE CITY SCHOOL DIST","SUPT","PO BOX 129",,"GUNTERSVILLE","AL","35976",1650,"01","095","MARSHALL","COUNTY",,,
"01","5","049","001","MOBILE CO SCH DIST","SUPT","P O BOX 1327",,"MOBILE","AL","36633",65602,"01","097","MOBILE","COUNTY","5160","00","MOBILE, AL"
"01","5","050","001","MONROE CO SCH DIST","SUPT","BOX 967",,"MONROEVILLE","AL","36461",5180,"01","099","MONROE","COUNTY",,,
"01","5","051","001","MONTGOMERY CO SCH DIST","SUPT","PO BOX 1991",,"MONTGOMERY","AL","36102",35065,"01","101","MONTGOMERY","COUNTY","5240","00","MONTGOMERY, AL"
"01","5","052","001","DECATUR CITY SCH DIST","SUPT","302 FOURTH AVE NE",,"DECATUR","AL","35601",8690,"01","103","MORGAN","COUNTY","2030","00","DECATUR, AL"
"01","5","052","002","MORGAN CO SCH DIST","SUPT","1325 POINT MALLARD PKWY SE",,"DECATUR","AL","35601",7537,"01","103","MORGAN","COUNTY","2030","00","DECATUR, AL"
"01","5","052","901","HARTSELLE CTY SCH DIST","SUPT","101 WEST COLLEGE ST",,"HARTSELLE","AL","35640",2955,"01","103","MORGAN","COUNTY","2030","00","DECATUR, AL"
"01","5","053","001","PERRY CO SCH DIST","SUPT","PO BOX 900",,"MARION","AL","36756",2453,"01","105","PERRY","COUNTY",,,
"01","5","054","001","PICKENS CO SCH DIST","SUPT","P O BOX 32",,"CARROLLTON","AL","35447",3954,"01","107","PICKENS","COUNTY",,,
"01","5","055","001","PIKE CO SCH DIST","SUPT","109 EAST CHURCH ST",,"TROY","AL","36081",2527,"01","109","PIKE","COUNTY",,,
"01","5","055","002","TROY CITY SCH DIST","SUPT","P O BOX 529",,"TROY","AL","36081",2219,"01","109","PIKE","COUNTY",,,
"01","5","056","001","RANDOLPH CO SCH DIST","SUPT","P O BOX 288",,"WEDOWEE","AL","36278",2279,"01","111","RANDOLPH","COUNTY",,,
"01","5","056","002","ROANOKE CITY SCH DIST","SUPT","BOX 312",,"ROANOKE","AL","36274",1586,"01","111","RANDOLPH","COUNTY",,,
"01","5","057","001","PHENIX CITY SCH DIST","SUPT","P O BOX 460",,"PHENIX CITY","AL","36867",5023,"01","113","RUSSELL","COUNTY","1800","00","COLUMBUS, GA-AL"
"01","5","057","002","RUSSELL CO SCH DIST","SUPT","PO BOX 400",,"PHENIX CITY","AL","36868",3749,"01","113","RUSSELL","COUNTY","1800","00","COLUMBUS, GA-AL"
"01","5","058","001","ST CLAIR CO SCH DIST","SUPT","P O BOX 248",,"ASHVILLE","AL","35953",6506,"01","115","ST CLAIR","COUNTY","1000","00","BIRMINGHAM, AL"
"01","5","058","601","PELL CITY SCHOOL DIST","SUPT","25 - 12TH STREET, SOUTH",,"PELL CITY","AL","35125",3618,"01","115","ST CLAIR","COUNTY","1000","00","BIRMINGHAM, AL"
"01","5","059","001","SHELBY CO SCH DIST","SUPT","410 EAST COLLEGE ST",,"COLUMBIANA","AL","35051",18132,"01","117","SHELBY","COUNTY","1000","00","BIRMINGHAM, AL"
"01","5","060","001","SUMTER CO SCH DIST","SUPT","P.O. BOX 10",,"LIVINGSTON","AL","35470",2878,"01","119","SUMTER","COUNTY",,,
"01","5","061","001","SYLACAUGA CTY SCH DIST","SUPT","PO DRAWER 1127",,"SYLACAUGA","AL","35150",2607,"01","121","TALLADEGA","COUNTY",,,
"01","5","061","002","TALLADEGA CITY SCH DIST","SUPT","P O BOX 946",,"TALLADEGA","AL","35160",3623,"01","121","TALLADEGA","COUNTY",,,
"01","5","061","003","TALLADEGA CO SCH DIST","SUPT","PO BOX 887",,"TALLADEGA","AL","35160",7733,"01","121","TALLADEGA","COUNTY",,,
"01","5","062","001","TALLAPOOSA CO SCH DIST","SUPT","COURTHOUSE",,"DADEVILLE","AL","36853",3419,"01","123","TALLAPOOSA","COUNTY",,,
"01","5","062","002","ALEXANDER CITY SCH DIST","SUPT","PO BOX 1205",,"ALEXANDER CITY","AL","35010",3812,"01","123","TALLAPOOSA","COUNTY",,,
"01","5","063","001","TUSCALOOSA CITY SCH DIST","SUPT","1100-21ST STREET E",,"TASCALOOSA","AL","35405",10302,"01","125","TUSCALOOSA","COUNTY","8600","00","TUSCALOOSA, AL"
"01","5","063","002","TUSCALOOSA CO SCH DIST","SUPT","P O DRAWER 2568",,"TUSCALOOSA","AL","35403",15168,"01","125","TUSCALOOSA","COUNTY","8600","00","TUSCALOOSA, AL"
"01","5","064","002","JASPER CITY SCH DIST","SUPT","P O BOX 500",,"JASPER","AL","35501",2571,"01","127","WALKER","COUNTY",,,
"01","5","064","003","WALKER CO SCH DIST","SUPT","P O BOX 311",,"JASPER","AL","35502",9193,"01","127","WALKER","COUNTY",,,
"01","5","065","001","WASHINGTON CO SCH DIST","SUPT","POST OFFICE BOX 1359",,"CHATOM","AL","36518",3803,"01","129","WASHINGTON","COUNTY",,,
"01","5","066","001","WILCOX CO SCH DIST","SUPT","P O BOX 160",,"CAMDEN","AL","36726",2799,"01","131","WILCOX","COUNTY",,,
"01","5","067","001","WINSTON CO SCH DIST","SUPT","P O BOX 9",,"DOUBLE SPRINGS","AL","35553",2772,"01","133","WINSTON","COUNTY",,,
"01","5","067","801","HALEYVILLE CITY SCH DIST","SUPT","2000 E 20TH",,"HALEYVILLE","AL","35565",1762,"01","133","WINSTON","COUNTY",,,
"03","5","001","001","ALPINE SCH DIST 7","CLK SCH BD","P O BOX 170",,"ALPINE","AZ","85920",37,"04","001","APACHE","COUNTY",,,
"03","5","001","003","CHINLE UNIF SCH DIST 24","SUPT","P O BOX 587",,"CHINLE","AZ","86503",5124,"04","001","APACHE","COUNTY",,,
"03","5","001","004","CONCHO SCH DIST 6","CLK SCH BD","P O BOX 198",,"CONCHO","AZ","85924",209,"04","001","APACHE","COUNTY",,,
"03","5","001","006","GANADO UNIF SCH DIST 20","SUPT","P O BOX 1757",,"GANADO","AZ","86505",2070,"04","001","APACHE","COUNTY",,,
"03","5","001","008","MCNARY SCH DIST 23","SUPT","P O BOX 598",,"MCNARY","AZ","85930",102,"04","001","APACHE","COUNTY",,,
"03","5","001","012","SANDERS UNIF SCH DIST 18","SUPT","P O BOX 250",,"SANDERS","AZ","86512",1215,"04","001","APACHE","COUNTY",,,
"03","5","001","013","ST JOHNS UNIF SCH DIST 1","SUPT","P O BOX 3030",,"ST JOHNS","AZ","85936",1236,"04","001","APACHE","COUNTY",,,
"03","5","001","014","ROUND VALLEY UNIFIED SCHOOL DIST #10","CLK SCHOOL BD","P O BOX 610",,"SPRINGERVILLE","AZ","85938",2637,"04","001","APACHE","COUNTY",,,
"03","5","008","013","COLORADO CITY UNIFIED SCH DISTRICT 14","CLK SCH BD","P O BOX 68",,"COLORADO CITY","AZ","86021",1002,"04","015","MOHAVE","COUNTY","4120","00","LAS VEGAS, NV-AZ"
"03","5","008","014","TOPOCK SCH DIST 12","CLK SCH BD","P O BOX 370",,"TOPOCK","AZ","86436",199,"04","015","MOHAVE","COUNTY","4120","00","LAS VEGAS, NV-AZ"
"03","5","008","015","VALENTINE SCH DIST 22","CLK SCH BD","H C 35 BOX 50",,"PEACH SPRING","AZ","86434",59,"04","015","MOHAVE","COUNTY","4120","00","LAS VEGAS, NV-AZ"
"03","5","008","016","YUCCA SCH DIST 13","SUPT","P O BOX 128",,"YUCCA","AZ","86438",25,"04","015","MOHAVE","COUNTY","4120","00","LAS VEGAS, NV-AZ"
"03","5","008","201","COLORADO R UNION HIGH SCH DIST 2","SUPT","2251 HIGHWAY 95",,"BULLHEAD","AZ","86442",1689,"04","015","MOHAVE","COUNTY","4120","00","LAS VEGAS, NV-AZ"
"03","5","008","701","LAKE HAVASU UNIFIED SCHOOL DIST 1","SUPT","2200 HAVASUPAI BLVD",,"LAKE HAVASU CITY","AZ","86403",5350,"04","015","MOHAVE","COUNTY","4120","00","LAS VEGAS, NV-AZ"
"03","5","008","801","MOHAVE COMMUNITY COLLEGE","PRESIDENT","1971 JAGERSON AVE",,"KINGMAN","AZ","86401",,"04","015","MOHAVE","COUNTY","4120","00","LAS VEGAS, NV-AZ"
"03","5","009","003","HOLBROOK UNIFIED SCH DIST 3","SUPT","P O BOX 640",,"HOLBROOK","AZ","86025",2036,"04","017","NAVAJO","COUNTY",,,
"03","5","009","004","JOSEPH CITY SCH DIST 2","CLK SCH BD","BOX 8",,"JOSEPH CITY","AZ","86032",490,"04","017","NAVAJO","COUNTY",,,
"03","5","009","005","KAYENTA UNIFIED SCH DIST 27","SUPT","P O BOX 337",,"KAYENTA","AZ","86033",2713,"04","017","NAVAJO","COUNTY",,,
"03","5","009","006","CEDAR UNIF SCH DIST 25","SUPT","P O BOX 367",,"KEAMS CANYON","AZ","86034",636,"04","017","NAVAJO","COUNTY",,,
"03","5","009","007","BLUE RIDGE UNIFIED SCH DISTRICT 32","SUPT","1200 W WHITE MOUNTAIN BLVD",,"LAKESIDE","AZ","85929",2194,"04","017","NAVAJO","COUNTY",,,
"03","5","009","013","SHOW LOW UNIFIED DIST 10","SUPT","1350 N CENTRAL AVE",,"SHOW LOW","AZ","85901",2484,"04","017","NAVAJO","COUNTY",,,
"03","5","009","016","SNOWFLAKE UNIFIED SCH DIST 5","SUPT","P O BOX 1100",,"SNOWFLAKE","AZ","85937",2583,"04","017","NAVAJO","COUNTY",,,
"03","5","009","018","WHITERIVER UNIFIED SCH DIST 20","SUPT","P O BOX 190",,"WHITERIVER","AZ","85941",2625,"04","017","NAVAJO","COUNTY",,,
"03","5","009","019","WINSLOW UNIFIED SCH DIST 1","SUPT","P O BOX 580",,"WINSLOW","AZ","86047",2741,"04","017","NAVAJO","COUNTY",,,
"03","5","009","401","PINON SCHOOL UNIF SCH DIST 4","SUPT","P O BOX 839",,"PINON","AZ","86510",1863,"04","017","NAVAJO","COUNTY",,,
"03","5","009","402","HEBER OVERGAARD SCHOOL DISTRICT","SUPT","P O BOX 547",,"HEBER","AZ","85928",566,"04","017","NAVAJO","COUNTY",,,
"03","5","009","602","NORTHLAND PIONEER COLLEGE","PAYROLL OFFICE","PO BOX 610",,"HOLBROOK","AZ","86025",,"04","017","NAVAJO","COUNTY",,,
"03","5","010","001","AJO SCH DIST 15 AND 103","SUPT","P O BOX 68",,"AJO","AZ","85321",568,"04","019","PIMA","COUNTY","8520","00","TUCSON, AZ"
"03","5","010","002","AMPHITHEATER SCHOOL DIST 10","SUPT","701 W WETMORE",,"TUCSON","AZ","85705",15451,"04","019","PIMA","COUNTY","8520","00","TUCSON, AZ"
"03","5","010","003","CATALINA FOOTHILLS SCH DIST 16","SUPT","2101 E RIVER RD",,"TUCSON","AZ","85718",4581,"04","019","PIMA","COUNTY","8520","00","TUCSON, AZ"
"03","5","010","004","CONTINENTAL SCH DIST 39","DIST PRINCIPAL","BOX 547",,"GREEN VALLEY","AZ","85622",223,"04","019","PIMA","COUNTY","8520","00","TUCSON, AZ"
