"STATE CODE","TYPE CODE","COUNTY CODE","UNIT CODE","NAME","TITLE","ADDRESS 1","ADDRESS 2","CITY","STATE AB","ZIP","FIPS STATE","FIPS COUNTY","COUNTY AREA NAME","COUNTY AREA TYPE","FIPS MSA","FIPS CMSA","MSA POPULAR NAME"
"05","5","024","210","MERCED COUNTY ROP","DIRECTOR","632 W 13TH STREET",,"MERCED","CA","95340","06","047","MERCED","COUNTY","4940","00","MERCED, CA"
"05","5","027","201","MISSION TRAILS ROP","DIRECTOR","867 E LAUREL DR",,"SALINAS","CA","93905","06","053","MONTEREY","COUNTY","7120","00","SALINAS, CA"
"05","5","030","201","CAPISTRANO-LAGUNA BEACH ROP","CHIEF ADMINISTRATOR","31522 EL CAMINO REAL",,"SAN JUAN CAPISTRANO","CA","92675","06","059","ORANGE","COUNTY","5945","49","ORANGE COUNTY, CA"
"05","5","030","203","COASTLINE ROP","SUPERINTENDENT","1001 PRESIDIO SQ",,"COSTA MESA","CA","92626","06","059","ORANGE","COUNTY","5945","49","ORANGE COUNTY, CA"
"05","5","030","204","NORTH ORANGE COUNTY ROP","SUPERINTENDENT","2360 W LAPALMA AVE",,"ANAHEIM","CA","92801","06","059","ORANGE","COUNTY","5945","49","ORANGE COUNTY, CA"
"05","5","032","201","PLUMAS AND SIERRA COUNTIES ROP","DIRECTOR","50 CHURCH ST., PO BOX 10330",,"QUINCY","CA","95971","06","063","PLUMAS","COUNTY",,,
"05","5","034","210","SACRAMENTO COUNTY ROP","DIRECTOR","9738 LINCOLN VILLAGE DR",,"SACRAMENTO","CA","95827","06","067","SACRAMENTO","COUNTY","6920","82","SACRAMENTO, CA"
"05","5","036","201","BALDY VIEW ROP","SUPERINTENDENT","135 S SPRING ST",,"CLAREMONT","CA","91711","06","071","SAN BERNARDINO","COUNTY","6780","49","RIVERSIDE-SAN BERNARDINO, CA"
"05","5","036","202","COLTON-REDLANDS-YUCAIPA ROP","SUPERINTENDENT","1214 INDIANA CT",,"REDLANDS","CA","92374","06","071","SAN BERNARDINO","COUNTY","6780","49","RIVERSIDE-SAN BERNARDINO, CA"
"05","5","040","201","SANTA LUCIA ROP","DIRECTOR","1449 SAN LUIS DR",,"SAN LUIS OBISPO","CA","93401","06","079","SAN LUIS OBISPO","COUNTY","7460","00","SN LUIS OBIS-ATASDR-PS RB, CA"
"05","5","042","201","SANTA BARBARA COUNTY ROP-NORTH","DIRECTOR","4893 BETHANY DR",,"SANTA MARIA","CA","93455","06","083","SANTA BARBARA","COUNTY","7480","00","SANTA BARBARA-SNT MAR-LMPC, CA"
"05","5","042","202","SANTA BARBARA COUNTY ROP","DIRECTOR","P O BOX 6307",,"SANTA BARBARA","CA","93160","06","083","SANTA BARBARA","COUNTY","7480","00","SANTA BARBARA-SNT MAR-LMPC, CA"
"05","5","043","201","CENTRAL SANTA CLARA CO ROA","SUPERINTENDENT","760 HILLSDALE AVE",,"SAN JOSE","CA","95136","06","085","SANTA CLARA","COUNTY","7400","84","SAN JOSE, CA"
"05","5","045","201","SHASTA-TRINITY ROP","DIRECTOR","4659 EASTSIDE RD",,"REDDING","CA","96001","06","089","SHASTA","COUNTY","6690","00","REDDING, CA"
"05","5","050","201","STANISLAUS-TUOLUMNE-MONO ROP","DIRECTOR","801 COUNTY CENTER III CT",,"MODESTO","CA","95355","06","099","STANISLAUS","COUNTY","5170","00","MODESTO, CA"
"05","5","051","210","TRI-COUNTY ROP","SUPT","463 SECOND STREET",,"YUBA CITY","CA","95991","06","101","SUTTER","COUNTY","9340","00","YUBA CITY, CA"
"05","5","054","201","TULARE CO ORGANIZATION FOR VOCATIONAL EDUC","DIRECTOR","4136 N MOONEY BLVD",,"TULARE","CA","93274","06","107","TULARE","COUNTY","8780","00","VISALIA-TULARE-PORTERVLE, CA"
"06","5","001","601","ADAMS CO BOCS","DIRECTOR","602 E 64TH AVENUE",,"DENVER","CO","80229","08","001","ADAMS","COUNTY","2080","34","DENVER, CO"
"06","5","002","601","SAN LUIS VALLEY BOCS","DIRECTOR","PO BOX 1198",,"ALAMOSA","CO","81101","08","003","ALAMOSA","COUNTY",,,
"06","5","007","601","NORTHERN COLORADO BOCES","DIRECTOR","830 SOUTH LINCOLN",,"LONGMONT","CO","80501","08","013","BOULDER","COUNTY","1125","34","BOULDER-LONGMONT, CO"
"06","5","015","601","DELTA-MONTROSE VOC-TEC SCH","DIRECTOR","1765 US HWY 50",,"DELTA","CO","81416","08","029","DELTA","COUNTY",,,
"06","5","016","201","EXPEDITIONARY BOCES","DIRECTOR","3755 SOUTH MAGNOLIA WAY",,"DENVER","CO","80237","08","031","DENVER","CENSUS COUNTY","2080","34","DENVER, CO"
"06","5","021","601","PIKES PEAK BOCS","DIRECTOR","4825 LORNA PLACE",,"COLORADO SPRINGS","CO","80915","08","041","EL PASO","COUNTY","1720","00","COLORADO SPRINGS, CO"
"06","5","033","601","MOUNTAIN BOCS","DIRECTOR","1713 MT LINCOLN DRIVE WEST",,"LEADVILLE","CO","80461","08","065","LAKE","COUNTY",,,
"06","5","034","601","SAN JUAN BOCS","DIRECTOR","201 NORTH 12TH STREET",,"DURANGO","CO","81301","08","067","LA PLATA","COUNTY",,,
"06","5","037","601","EAST CENTRAL BOCES","DIRECTOR","PO BOX H",,"LIMON","CO","80828","08","073","LINCOLN","COUNTY",,,
"06","5","039","201","GRAND VALLEY BOCES","DIRECTOR","2508 BLINCHMANN",,"GRAND JUNCTION","CO","81505","08","077","MESA","COUNTY","2995","00","GRAND JUNCTION, CO"
"06","5","042","601","SOUTHWEST BOCS","DIRECTOR","PO BOX 1420",,"CORTEZ","CO","81321","08","083","MONTEZUMA","COUNTY",,,
"06","5","042","602","SAN JUAN BASIN AREA VOC SCH","DIRECTOR","PO BOX 970",,"CORTEZ","CO","81320","08","083","MONTEZUMA","COUNTY",,,
"06","5","043","401","WEST CENTRAL BOCS","DIRECTOR","PO BOX 1483",,"MONTROSE","CO","81402","08","085","MONTROSE","COUNTY",,,
"06","5","044","601","SOUTH PLATTE VALLEY BOCES","DIRECTOR","110 MAIN STREET",,"FORT MORGAN","CO","80701","08","087","MORGAN","COUNTY",,,
"06","5","045","601","ARKANSAS VALLEY BOCES","DIRECTOR","P O BOX 1128",,"LA JUNTA","CO","81050","08","089","OTERO","COUNTY",,,
"06","5","048","601","NORTHEAST BOCES","DIRECTOR","301 WEST POWELL  P O BOX 98",,"HAXTUN","CO","80731","08","095","PHILLIPS","COUNTY",,,
"06","5","050","601","SOUTHEASTERN BOCES","DIRECTOR","PO BOX 1137",,"LAMAR","CO","81052","08","099","PROWERS","COUNTY",,,
"06","5","051","601","SOUTH CENTRAL BOCS","DIRECTOR","24975 EAST HIGHWAY 50",,"PUEBLO","CO","81006","08","101","PUEBLO","COUNTY","6560","00","PUEBLO, CO"
"06","5","052","601","RIO BLANCO BOCS","DIRECTOR","402 WEST MAIN ROOM 109",,"RANGELY","CO","81648","08","103","RIO BLANCO","COUNTY",,,
"06","5","054","601","NORTHWEST COLORADO BOCS","DIRECTOR","P O BOX 773390",,"STEAMBOAT SPRINGS","CO","80477","08","107","ROUTT","COUNTY",,,
"06","5","062","601","WELD BOCES","DIRECTOR","204 MAIN STREET",,"LA SALLE","CO","80645","08","123","WELD","COUNTY","3060","34","GREELY, CO"
"07","5","001","201","COOPERATIVE EDUCATIONAL SERVICES","EXECUTIVE DIRECTOR","785 UNQUOWA ROAD",,"FAIRFIELD","CT","06430","09","001","FAIRFIELD","CENSUS COUNTY","5480","00","NEW-HAVEN-MERIDEN, CT"
"07","5","002","201","CAPITOL REGION EDUCATION COUNCIL","EXECUTIVE DIRECTOR","599 MATIANUCK AVENUE",,"WINDSOR","CT","06095","09","003","HARTFORD","CENSUS COUNTY","3280","00","HARTFORD, CT"
"07","5","003","201","COMMITTEE FOR SHARED SERVICES","DIRECTOR","94 BATTISTONI DR",,"WINSTEAD","CT","06098","09","005","LITCHFIELD","CENSUS COUNTY",,,
"07","5","003","202","EDUCATIONAL CONNECTION","EXECUTIVE DIRECTOR","355 GOSHEN ROAD, BOX 909",,"LITCHFIELD","CT","06759","09","005","LITCHFIELD","CENSUS COUNTY",,,
"07","5","005","201","AREA COOP EDUCAL SERVS","EXECUTIVE DIRECTOR","205 SKIFF STREET",,"HAMDEN","CT","06517","09","009","NEW HAVEN","CENSUS COUNTY","5480","00","NEW-HAVEN-MERIDEN, CT"
"07","5","006","201","PROJECT OCEANOLOGY","EXECUTIVE DIRECTOR","AVERY POINT",,"GROTON","CT","06340","09","011","NEW LONDON","CENSUS COUNTY","5520","00","NEW LONDON-NORWICH, CT-RI"
"07","5","006","203","PROJECT LEARN","EXECUTIVE DIRECTOR","PO BOX 805",,"OLD LYME","CT","06371","09","011","NEW LONDON","CENSUS COUNTY","5520","00","NEW LONDON-NORWICH, CT-RI"
"07","5","008","201","EASTERN CT REGIONAL EDUC SERV CENTER","EXECUTIVE DIRECTOR","376 HARTFORD TURNPIKE",,"NORTH WINDHAM","CT","06256","09","015","WINDHAM","CENSUS COUNTY","1120","07","BOSTON-BROCKTON-NASUA, MA-NH-M"
"11","5","016","401","FIRST DISTRICT RESA","DIRECTOR","PO BOX 2669",,"STATESBORO","GA","30459","13","031","BULLOCH","COUNTY",,,
"11","5","019","401","SOUTHWEST GEORGIA RESA","DIRECTOR","P O BOX 145",,"LEARY","GA","31762","13","037","CALHOUN","COUNTY",,,
"11","5","029","401","NORTHEAST GEORGIA RESA","DIRECTOR","375 WINTER STREET",,"WINTERVILLE","GA","30683","13","059","CLARKE","CENSUS COUNTY","0500","00","ATHENS, GA"
"11","5","045","401","HEART OF GEORGIA SCH SYS RESA","DIRECTOR","P O BOX 368",,"EASTMAN","GA","31023","13","091","DODGE","COUNTY",,,
"11","5","057","401","NORTHWEST GEORGIA REAS","DIRECTOR","436 BROAD ST",,"ROME","GA","30161","13","115","FLOYD","COUNTY",,,
"11","5","060","401","METRO RESA","DIRECTOR","2268 ADAMS DR NW",,"ATLANTA","GA","30318","13","121","FULTON","COUNTY","0520","00","ATLANTA, GA"
"11","5","061","401","NORTH GEORGIA RESA","DIRECTOR","RT 3 BOX 232A",,"ELIJAY","GA","30540","13","123","GILMER","COUNTY",,,
"11","5","092","401","COASTAL PLAINS RESA","DIRECTOR","RT 10 BOX 318",,"VALDOSTA","GA","31601","13","185","LOWNDES","COUNTY",,,
"11","5","094","401","CENTRAL SAVANNAH RIVER AREA RESA","DIRECTOR","PO BOX 621",,"DEARING","GA","30808","13","189","MCDUFFIE","COUNTY","0600","00","AUGUSTA-AIKEN, GA-SC"
"11","5","111","401","MIDDLE GEORGIA RESA","DIRECTOR","P O BOX 1148",,"FORT VALLEY","GA","31030","13","225","PEACH","COUNTY","4680","00","MACON, GA"
"11","5","126","401","GRIFFIN RESA","DIRECTOR","P O DRAWER H",,"GRIFFIN","GA","30224","13","255","SPALDING","COUNTY","0520","00","ATLANTA, GA"
"11","5","129","401","CHATTAHOOCHEE FLINT RESA","DIRECTOR","PO BOX 1150",,"ELLAVILLE","GA","31806","13","261","SUMTER","COUNTY",,,
"11","5","138","401","WEST GEORGIA RESA","DIRECTOR","123 LAGRANGE ST",,"GRANTVILLE","GA","30220","13","279","TOOMBS","COUNTY",,,
"11","5","148","401","OKEFENOKEE RESA","DIRECTOR","RT 5 BOX 406",,"WAYCROSS","GA","31501","13","299","WARE","COUNTY",,,
"11","5","150","401","OCONEE RESA","DIRECTOR","P O BOX 699",,"SANDERSVILLE","GA","31082","13","303","WASHINGTON","COUNTY",,,
"11","5","154","401","PIONEER RESA","DIRECTOR","RT 4 BOX 4389",,"CLEVELAND","GA","30528","13","311","WHITE","COUNTY",,,
"13","5","014","301","CANYON-OWYHEE SCHOOL SERVICE AGENCY","DIRECTOR","21985 DIXIE RIVER ROAD",,"CALDWELL","ID","83605","16","027","CANYON","COUNTY","1080","00","BOISE CITY, ID"
"14","5","001","202","SPECIAL EDUC ASSOC OF ADAMS CO","ADMINISTRATOR","1444 MAINE ST",,"QUINCY","IL","62301","17","001","ADAMS","COUNTY",,,
"14","5","001","203","QUINCY AREA VOC CENTER","ADMINISTRATOR","219 BALDWIN DR",,"QUINCY","IL","62301","17","001","ADAMS","COUNTY",,,
"14","5","002","401","FIVE CO REG VOCATIONAL SYSTEM","ADMINISTRATOR","PO BOX F 2ND&WASHGTN",,"TAMMS","IL","62988","17","003","ALEXANDER","COUNTY",,,
"14","5","004","201","BOONE COUNTY SPEC EDUC COOP","CHAIRPERSON","1320 EAST AVE",,"BELVIDERE","IL","61008","17","007","BOONE","COUNTY","6880","00","ROCKFORD, IL"
"14","5","006","401","BMP TRI-CO SPEC EDUC COOP","ADMINISTRATOR","530 PARK AVE E",,"PRINCETON","IL","61356","17","011","BUREAU","COUNTY",,,
"14","5","010","201","RURAL CHAMPAIGN CO SPEC ED COOP","CHAIRPERSON","201 S SHELDON BX 698",,"RANTOUL","IL","61866","17","019","CHAMPAIGN","COUNTY","1400","00","CHAMPAIGN-URBANA, IL"
"14","5","011","201","CHRISTIAN COUNTY SPEC EDUCATION","ADMINISTRATOR","515 E BIDWELL ST",,"TAYLORVILLE","IL","62568","17","021","CHRISTIAN","COUNTY",,,
"14","5","011","401","MID-STATE SPEC EDUC JNT AGR","ADMINISTRATRO","515 E BIDWELL ST",,"TAYLORVILLE","IL","62568","17","021","CHRISTIAN","COUNTY",,,
"14","5","015","401","EASTERN IL AREA OF SPEC EDUC","ADMINISTRATOR","112 N 22ND ST",,"MATTOON","IL","61938","17","029","COLES","COUNTY",,,
"14","5","016","201","NILES TWP DEPT OF SPEC EDUC","ADMINISTRATOR","8701 MENARD AVE",,"MORTON GROVE","IL","60053","17","031","COOK","COUNTY","1600","14","CHICAGO, IL"
"14","5","016","202","EISENHOWER COOPERATIVE","ADMINISTRATOR","11218 S RIDGELAND",,"WORTH","IL","60482","17","031","COOK","COUNTY","1600","14","CHICAGO, IL"
"14","5","016","203","EXC CHILDREN HAVE OPPORTUNITIES","ADMINISTRATOR","350 W 154TH ST",,"SOUTH HOLLAND","IL","60473","17","031","COOK","COUNTY","1600","14","CHICAGO, IL"
"14","5","016","204","FED OF DISTRICTS FOR SPEC EDUC","ADMINISTRATOR","201 N SCOVILLE AVENUE",,"OAK PARK","IL","60302","17","031","COOK","COUNTY","1600","14","CHICAGO, IL"
"14","5","016","205","LAGRANGE AREA DEPT SPEC ED-LADSE","ADMINISTRATOR","1301 W COSSITT AVE",,"LA GRANGE","IL","60525","17","031","COOK","COUNTY","1600","14","CHICAGO, IL"
"14","5","016","206","MAINE TWP SPEC EDUC PROGRAM","ADMINISTRATOR","1131 S DEE RD",,"PARK RIDGE","IL","60068","17","031","COOK","COUNTY","1600","14","CHICAGO, IL"
"14","5","016","208","SOUTH METROPOLITAN ASSOC LIQ TRUST","ADMINISTRATOR","800 GOVERNORS HWY",,"FLOSSMOOR","IL","60422","17","031","COOK","COUNTY","1600","14","CHICAGO, IL"
"14","5","016","209","PROVISO AREA EXCEPTIONAL CHILD","ADMINISTRATOR","1000 VAN BUREN ST",,"MAYWOOD","IL","60153","17","031","COOK","COUNTY","1600","14","CHICAGO, IL"
"14","5","016","211","PHILLIP J ROCK CENTER AND SCHOOL","ADMINISTRATOR","818 DU PAGE BLVD",,"GLEN ELLYN","IL","60137","17","031","COOK","COUNTY","1600","14","CHICAGO, IL"
"14","5","016","402","LEYDEN AREA SPEC EDUC COOP","ADMINISTRATOR","10401 GRAND AVE",,"FRANKLIN PARK","IL","60131","17","031","COOK","COUNTY","1600","14","CHICAGO, IL"
"14","5","016","403","A E R O SPECIAL EDUC COOP","ADMINISTRATOR","7600 S MASON AVE",,"BURBANK","IL","60459","17","031","COOK","COUNTY","1600","14","CHICAGO, IL"
"14","5","016","404","SOUTHWEST COOK CO COOP ASSOC SPEC ED","ADMINISTRATOR","6020 151ST ST",,"OAK FOREST","IL","60452","17","031","COOK","COUNTY","1600","14","CHICAGO, IL"
"14","5","016","405","SPEC EDUC COOP S COOK CO (SPEED)","ADMINISTRATOR","1125 DIVISION ST",,"CHICAGO HEIGHTS","IL","60411","17","031","COOK","COUNTY","1600","14","CHICAGO, IL"
"14","5","016","406","NW SUBURBAN SPEC EDUC ORG","ADMINISTRATOR","799 W KENSINGTON ROAD",,"MT PROSPECT","IL","60056","17","031","COOK","COUNTY","1600","14","CHICAGO, IL"
"14","5","019","201","NORTHWESTERN ILLINOIS ASSN","ADMINISTRATOR","245 W EXCHANGE #4",,"SYCAMORE","IL","60178","17","037","DE KALB","COUNTY","1600","14","CHICAGO, IL"
"14","5","019","202","DEKALB COUNTY SPEC EDUC ASSOC","ADMINISTRATOR","2205 SYCAMORE RD",,"DEKALB","IL","60115","17","037","DE KALB","COUNTY","1600","14","CHICAGO, IL"
"14","5","019","203","INDIAN VALLEY AREA VOC CENTER","ADMINISTER","600 LIONS RD",,"SANDWICH","IL","60548","17","037","DE KALB","COUNTY","1600","14","CHICAGO, IL"
"14","5","022","201","SCHOOL ASSOC SPEC ED DUPAGE (SASED)","ADMINISTRATOR","6S331 CORNWALL ROAD",,"NAPERVILLE","IL","60540","17","043","DU PAGE","COUNTY","1600","14","CHICAGO, IL"
"14","5","022","204","COOP ASSOC FOR SPEC EDUC","ADMINISTRATOR","1464 S MAIN ST",,"LOMBARD","IL","60148","17","043","DU PAGE","COUNTY","1600","14","CHICAGO, IL"
"14","5","022","205","EAST DUPAGE SPEC EDUC DIST EDSED","ADMINISTRATOR","502 E VAN BUREN ST",,"VILLA PARK","IL","60181","17","043","DU PAGE","COUNTY","1600","14","CHICAGO, IL"
"14","5","022","301","NORTH DUPAGE SPECIAL ED COOP","DIRECTOR","132 E PINE ST",,"ROSELLE","IL","60172","17","043","DU PAGE","COUNTY","1600","14","CHICAGO, IL"
"14","5","022","302","DUPAGE INTER EDUC COOP","DIRECTOR","6S331 CORNWALL RD",,"NAPERVILLE","IL","60540","17","043","DU PAGE","COUNTY","1600","14","CHICAGO, IL"
"14","5","022","402","DAOEA","ADMINISTRATOR","301 S SWIFT RD",,"ADDISON","IL","60101","17","043","DU PAGE","COUNTY","1600","14","CHICAGO, IL"
"14","5","026","401","OKAW AREA VOC CENTER","ADMINISTRATOR","1109 N 8TH ST",,"VANDALIA","IL","62471","17","051","FAYETTE","COUNTY",,,
"14","5","027","401","FORD-IROQUOIS CO SPEC ED ASSN","ADMINISTRATOR","108 E FRONT ST",,"GILMAN","IL","60938","17","053","FORD","COUNTY",,,
"14","5","028","402","FRANKLIN-JEFFERSON CO SPEC ED DT","ADMINISTRATOR","P O BOX 1027",,"BENTON","IL","62812","17","055","FRANKLIN","COUNTY",,,
"14","5","032","401","GRUNDY AREA VOC CENTER","ADMINISTRATOR","1002 UNION ST",,"MORRIS","IL","60450","17","063","GRUNDY","COUNTY","1600","14","CHICAGO, IL"
"14","5","032","402","GRUNDY COUNTY SPEC EDUC COOP","ADMINISTRATOR","725 SCHOOL ST",,"MORRIS","IL","60450","17","063","GRUNDY","COUNTY","1600","14","CHICAGO, IL"
"14","5","037","401","HENRY-STARK CO SPEC EDUC DIST","ADMINISTRATOR","600 N LEXINGTON AVE",,"KEWANEE","IL","61443","17","073","HENRY","COUNTY","1960","00","DAVENPORT-MOLINE-ROCK I, IA-IL"
"14","5","038","201","IROQUOIS AREA REG DELIVERY SYSTEM","ADMINISTRATOR","1001 EAST GRANT STREET",,"WATSEKA","IL","60970","17","075","IROQUOIS","COUNTY",,,
