"STATE CODE","TYPE CODE","COUNTY CODE","UNIT CODE","SUPP CODE","NAME","TITLE","ADDRESS 1","ADDRESS 2","CITY","STATE AB","ZIP","EL-SEC ENROLLMENT 1996","FIPS STATE","FIPS COUNTY","COUNTY AREA NAME","COUNTY AREA TYPE","FIPS MSA","FIPS CMSA","MSA POPULAR NAME"
"05","1","013","013","301","IMPERIAL CO SPL SCHS OPER BY CO SUPT","SUPT","1398 SPERBER ROAD",,"EL CENTRO","CA","92243",523,"06","025","IMPERIAL","COUNTY",,,
"05","1","013","013","302","IMPERIAL VALLEY ROP","SUPERINTENDENT","1398 SPERBER RD",,"EL CENTRO","CA","92243",,"06","025","IMPERIAL","COUNTY",,,
"05","1","014","014","301","INYO CO SPL SCHS OPER BY CO SUPT","SUPT","135 SO JACKSON ST",,"INDEPENDENCE","CA","93526",43,"06","027","INYO","COUNTY",,,
"05","1","014","014","302","INYO COUNTY ROP","DIRECTOR","135 S JACKSON",,"INDEPENDENCE","CA","93526",,"06","027","INYO","COUNTY",,,
"05","1","015","015","301","KERN CO SPL SCHS OPER BY CO SUPT","SUPT","5801 SUNDALE AV",,"BAKERSFIELD","CA","93309",1998,"06","029","KERN","COUNTY","0680","00","BAKERSFIELD, CA"
"05","1","015","015","302","KERN COUNTY ROP/C","DIRECTOR","15926 K STREET",,"MOJAVE","CA","93501",,"06","029","KERN","COUNTY","0680","00","BAKERSFIELD, CA"
"05","1","016","016","301","KINGS CO SPL SCHS OPER BY CO SUPT","SUPT","1144 W LACEY BLVD",,"HANFORD","CA","93230",337,"06","031","KINGS","COUNTY",,,
"05","1","016","016","302","KINGS COUNTY ROP","DIRECTOR","MARY BROCK HALL","GOVERNMENT CENTER COMPLEX","HANFORD","CA","93230",,"06","031","KINGS","COUNTY",,,
"05","1","017","017","301","LAKE CO SPL SCHS OPER BY CO SUPT","SUPT","1152 SOUTH MAIN ST",,"LAKEPORT","CA","95453",77,"06","033","LAKE","COUNTY",,,
"05","1","017","017","302","LAKE COUNTY ROP","DIRECTOR","1152 S MAIN ST",,"LAKEPORT","CA","95453",,"06","033","LAKE","COUNTY",,,
"05","1","018","018","301","LASSEN CO SPL SCHS OPER BY CO SUPT","SUPT","472-013 JOHNSTONVILLE RD NORTH",,"SUSANVILLE","CA","96130",117,"06","035","LASSEN","COUNTY",,,
"05","1","018","018","302","LASSEN COUNTY ROP","SUPERINTENDENT","472-013 JOHNSTONVILLE RD, NORTH",,"SUSANVILLE","CA","96130",,"06","035","LASSEN","COUNTY",,,
"05","1","019","019","301","LOS ANGELS CNTY JUVENILE CRT & CMNTY SCHLS","SUPT","9300 EAST IMPERIAL HIGHWAY",,"DOWNEY","CA","90242",13513,"06","037","LOS ANGELES","COUNTY","4480","49","LOS ANGELES-LONG BEACH, CA"
"05","1","019","019","302","LOS ANGELES CO OFF OF EDUCATION","DIRECTOR","9300 E IMPERIAL HWY",,"DOWNEY","CA","90242",,"06","037","LOS ANGELES","COUNTY","4480","49","LOS ANGELES-LONG BEACH, CA"
"05","1","020","020","301","MADERA CO SPL SCHS OPER BY CO SUPT","SUPT","28261 AVENUE 14",,"MADERA","CA","93638",669,"06","039","MADERA","COUNTY","2840","00","FRESNO, CA"
"05","1","021","021","301","MARIN CO SPECIAL SCHOOLS","SUPERINTENDENT","P. O. BOX 4925",,"SAN RAFAEL","CA","94913",486,"06","041","MARIN","COUNTY","7360","84","SAN FRANCISCO, CA"
"05","1","021","021","302","MARIN COUNTY ROP","DIRECTOR","P O BOX 4925",,"SAN RAFAEL","CA","94913",,"06","041","MARIN","COUNTY","7360","84","SAN FRANCISCO, CA"
"05","1","022","022","301","MARIPOSA CO SPL SCHS OPER BY CO","SUPT","P O BOX 8",,"MARIPOSA","CA","95338",34,"06","043","MARIPOSA","COUNTY",,,
"05","1","023","023","301","MENDOCINO CO SPL SCHS OPER BY CO SUPT","SUPT","2240 EASTSIDE ROAD",,"UKIAH","CA","95482",176,"06","045","MENDOCINO","COUNTY",,,
"05","1","023","023","302","MENDOCINO COUNTY ROP","DIRECTOR","2240 EASTSIDE RD",,"UKIAH","CA","95482",,"06","045","MENDOCINO","COUNTY",,,
"05","1","024","024","301","MERCED CO SPL SCHS OPER BY CO SUPT","SUPT","632 W 13TH ST",,"MERCED","CA","95340",536,"06","047","MERCED","COUNTY","4940","00","MERCED, CA"
"05","1","025","025","301","MODOC CO SPL SCHS OPER BY CO SUPT","SUPT","139 W HENDERSON ST",,"ALTURAS","CA","96101",92,"06","049","MODOC","COUNTY",,,
"05","1","025","025","302","MODOC COUNTY ROP","DIRECTOR","139 W HENDERSON ST",,"ALTURAS","CA","96101",,"06","049","MODOC","COUNTY",,,
"05","1","026","026","301","MONO CO SPECIAL SCHOOLS","COUNTY SUPERINTENDENT","P. O. BOX 477",,"BRIDGEPORT","CA","93517",55,"06","051","MONO","COUNTY",,,
"05","1","027","027","301","MONTEREY CO SPECIAL SCHOOLS","PERSONNEL OFFICE","901 BLANCO CIR PO BOX 80851",,"SALINAS","CA","93912",628,"06","053","MONTEREY","COUNTY","7120","00","SALINAS, CA"
"05","1","028","028","301","NAPA CO SPL SCHS OPER BY CO SUPT","SUPT","1015 KAISER ROAD",,"NAPA","CA","94558",286,"06","055","NAPA","COUNTY","8720","84","VALLEJO-FAIRFIELD-NAPA, CA"
"05","1","028","028","302","NAPA COUNTY ROP","DIRECTOR","1015 KAISER RD",,"NAPA","CA","94558",,"06","055","NAPA","COUNTY","8720","84","VALLEJO-FAIRFIELD-NAPA, CA"
"05","1","029","029","301","NEVADA CO SPL SCHS OPER BY CO SUPT","SUPT","11745 MALTMAN DR",,"GRASS VALLEY","CA","95945",55,"06","057","NEVADA","COUNTY",,,
"05","1","030","030","301","ORANGE CO SCHOOL OPERATIONS","ATTN  PERSONNEL","BUILDING A","PO BOX 9050","COSTA MESA","CA","92628",5838,"06","059","ORANGE","COUNTY","5945","49","ORANGE COUNTY, CA"
"05","1","030","030","302","CENTRAL COUNTY ROP","CHIEF EDUCATIONAL OFFICER","12926 HASTER STREET",,"GARDEN GROVE","CA","92640",,"06","059","ORANGE","COUNTY","5945","49","ORANGE COUNTY, CA"
"05","1","031","031","301","PLACER CO SPL SCHS OPER BY CO SUPT","SUPT","360 NEVADA STREET",,"AUBURN","CA","95603",332,"06","061","PLACER","COUNTY","6920","82","SACRAMENTO, CA"
"05","1","031","031","302","FORTY-NINER (46ER) ROP","DIRCTOR","306 NEVADA STREET",,"AUBURN","CA","95603",,"06","061","PLACER","COUNTY","6920","82","SACRAMENTO, CA"
"05","1","032","032","301","PLUMAS COUNTY SPECIAL SCHOOLS","C/O COUNTY SUPERINTENDENT","P. O. BOX 10330",,"QUINCY","CA","95971",0,"06","063","PLUMAS","COUNTY",,,
"05","1","033","033","301","RIVERSIDE CO SPL SCHS OPER BY CO SUPT","SUPT","PO BOX 868",,"RIVERSIDE","CA","92502",,"06","065","RIVERSIDE","COUNTY","6780","49","RIVERSIDE-SAN BERNARDINO, CA"
"05","1","033","033","302","RIVERSIDE CO OFF OF EDUCATION","SUPERINTENDENT","P O BOX 868",,"RIVERSIDE","CA","92502",2813,"06","065","RIVERSIDE","COUNTY","6780","49","RIVERSIDE-SAN BERNARDINO, CA"
"05","1","034","034","301","SACRAMENTO CO SPL SCHS OPER BY CO SUPT","SUPT","9738 LINCOLN VILLAGE DR",,"SACRAMENTO","CA","95827",1047,"06","067","SACRAMENTO","COUNTY","6920","82","SACRAMENTO, CA"
"05","1","035","035","301","SAN BENITO CO SPL SCHS OPER BY CO SUPT","SUPT","460 FIFTH ST",,"HOLLISTER","CA","95023",112,"06","069","SAN BENITO","COUNTY",,,
"05","1","036","036","301","SAN BERNARDINO CO SPL SCHS OPER BY CO SUPT","SUPT","601 NORTH E ST",,"SAN BERNARDINO","CA","92410",3355,"06","071","SAN BERNARDINO","COUNTY","6780","49","RIVERSIDE-SAN BERNARDINO, CA"
"05","1","036","036","302","SAN BERNARDINO COUNTY ROP","DIRECTOR","601 NORTH E ST",,"SAN BERNARDINO","CA","92410",,"06","071","SAN BERNARDINO","COUNTY","6780","49","RIVERSIDE-SAN BERNARDINO, CA"
"05","1","037","037","301","SAN DIEGO CO SPL SCHS OPER BY CO SUPT","SUPT","6401 LINDA VISTA RD",,"SAN DIEGO","CA","92111",2657,"06","073","SAN DIEGO","COUNTY","7320","00","SAN DIEGO, CA"
"05","1","037","037","302","SAN DIEGO COUNTY ROP","ASSISTANT SUPERINTENDENT","6401 LINDA VISTA RD",,"SAN DIEGO","CA","92111",,"06","073","SAN DIEGO","COUNTY","7320","00","SAN DIEGO, CA"
"05","1","039","038","301","SAN JOAQUIN CO SPL SCHS","C/O CO SUPT OF SCHOOLS","P. O. BOX 213030",,"STOCKTON","CA","95213",1986,"06","077","SAN JOAQUIN","COUNTY","8120","00","STOCKTON-LODI, CA"
"05","1","039","038","302","SAN JOAQUIN COUNTY ROC/P","DIRECTOR","P O BOX 213030",,"STOCKTON","CA","95213",,"06","077","SAN JOAQUIN","COUNTY","8120","00","STOCKTON-LODI, CA"
"05","1","040","039","301","SAN LUIS OBISPO CO SPL SCHS OPER BY CO SUPT","SUPT","PO BOX 8105",,"SAN LUIS OBISPO","CA","93403",415,"06","079","SAN LUIS OBISPO","COUNTY","7460","00","SN LUIS OBIS-ATASDR-PS RB, CA"
"05","1","041","040","301","SAN MATEO CO SPL SCHS OPER BY CO SUPT","SUPT","333 MAIN ST",,"REDWOOD CITY","CA","94063",1210,"06","081","SAN MATEO","COUNTY","7360","84","SAN FRANCISCO, CA"
"05","1","041","040","302","SAN MATEO COUNTY ROP","ADMINISTRATOR","101 TWIN DOLPHIN DRIVE",,"REDWOOD CITY","CA","94065",,"06","081","SAN MATEO","COUNTY","7360","84","SAN FRANCISCO, CA"
"05","1","042","041","301","SANTA BARBARA CO SPL SCHS OPER BY CO SUPT","SUPT","4400 CATHEDRAL OAKS ROAD",,"SANTA BARBARA","CA","93160",782,"06","083","SANTA BARBARA","COUNTY","7480","00","SANTA BARBARA-SNT MAR-LMPC, CA"
"05","1","043","042","301","SANTA CLARA CO SPL SCHS OPER BY CO SUPT","SUPT","100 SKYPORT DR",,"SAN JOSE","CA","95115",2611,"06","085","SANTA CLARA","COUNTY","7400","84","SAN JOSE, CA"
"05","1","043","042","302","SANTA CLARA COUNTY ROP-NORTH","DIRECTOR","1188 WUNDERLICH DRIVE",,"SAN JOSE","CA","95129",,"06","085","SANTA CLARA","COUNTY","7400","84","SAN JOSE, CA"
"05","1","043","042","303","SANTA CLARA COUNTY ROP-SOUTH","DIRECTOR","240 SWANSON LANE",,"GILROY","CA","95020",,"06","085","SANTA CLARA","COUNTY","7400","84","SAN JOSE, CA"
"05","1","044","043","301","SANTA CRUZ CO SPL SCHS OPER BY CO SUPT","SUPT","809 BAY AVENUE STE H",,"CAPITOLA","CA","95010",578,"06","087","SANTA CRUZ","COUNTY","7485","84","SANTA CRUZ-WATSONVILLE, CA"
"05","1","044","043","302","SANTA CRUZ COUNTY ROP","DIRECTOR","809 BAY AVE., SUITE H",,"CAPITOLA","CA","95010",,"06","087","SANTA CRUZ","COUNTY","7485","84","SANTA CRUZ-WATSONVILLE, CA"
"05","1","045","044","301","SHASTA CO SPL SCHS OPER BY CO SUPT","SUPT","1644 MAGNOLIA AVE",,"REDDING","CA","96001",680,"06","089","SHASTA","COUNTY","6690","00","REDDING, CA"
"05","1","046","045","301","SIERRA CO SPL SCHS OPER BY CO SUPT","SUPT","PO BOX 959",,"LOYALTON","CA","96118",33,"06","091","SIERRA","COUNTY",,,
"05","1","047","046","301","SISKIYOU CO SPECIAL SCHOOLS","COUNTY SUPERINTENDENT","609 SOUTH GOLD STREET",,"YREKA","CA","96097",133,"06","093","SISKIYOU","COUNTY",,,
"05","1","047","046","302","SISKIYOU COUNTY ROP","DIRECTOR","609 S GOLD ST",,"YREKA","CA","96097",,"06","093","SISKIYOU","COUNTY",,,
"05","1","048","047","301","SOLANO CO SPL SCHS OPER BY CO SUPT","SUPT","655 WASHINGTON",,"FAIRFIELD","CA","94533",566,"06","095","SOLANO","COUNTY","8720","84","VALLEJO-FAIRFIELD-NAPA, CA"
"05","1","048","047","302","SOLANO COUNTY ROP","DIRECTOR","2460 CLAY BANK ROAD",,"FAIRFIELD","CA","94533",,"06","095","SOLANO","COUNTY","8720","84","VALLEJO-FAIRFIELD-NAPA, CA"
"05","1","049","048","301","SONOMA CO SPL SCHS","COUNTY SUPERINTENDENT","5340 SKYLANE BLVD",,"SANTA ROSA","CA","95403",1093,"06","097","SONOMA","COUNTY","7500","84","SANTA ROSA, CA"
"05","1","049","048","302","SONOMA COUNTY ROP","DIRECTOR","5340 SKYLANE BLVD",,"SANTA ROSA","CA","95403",,"06","097","SONOMA","COUNTY","7500","84","SANTA ROSA, CA"
"05","1","050","049","301","STANISLAUS CO SPL SCHS OPER BY CO SUPT","SUPT","801 COUNTY CENTER THREE CT",,"MODESTO","CA","95355",1085,"06","099","STANISLAUS","COUNTY","5170","00","MODESTO, CA"
"05","1","051","050","301","SUTTER CO SPL SCHS OPER BY CO SUPT","SUPT","463 SECOND ST",,"YUBA CITY","CA","95991",227,"06","101","SUTTER","COUNTY","9340","00","YUBA CITY, CA"
"05","1","052","051","301","TEHAMA CO SPECIAL SCHOOLS","CO SUPT OF SCHOOLS","P. O. BOX 689",,"RED BLUFF","CA","96080",90,"06","103","TEHAMA","COUNTY",,,
"05","1","052","051","302","TEHAMA COUNTY ROP","DIRECTOR","P O BOX 689",,"RED BLUFF","CA","96080",,"06","103","TEHAMA","COUNTY",,,
"05","1","053","052","301","TRINITY CO SPECIAL SCHOOLS","COUNTY SUPERINTENDENT","201 MEMORIAL DR PO BOX 1256",,"WEAVERVILLE","CA","96093",51,"06","105","TRINITY","COUNTY",,,
"05","1","054","053","301","TULARE CO SPL SCHS OPER BY CO SUPT","SUPT","CO CIVIC CENTER",,"VISALIA","CA","93291",903,"06","107","TULARE","COUNTY","8780","00","VISALIA-TULARE-PORTERVLE, CA"
"05","1","055","054","301","TUOLUMNE CO SPECIAL SCHOOLS","SANDEE KLUDG DIR OF SPL ED","175 SOUTH FAIRVIEW LANE",,"SONORA","CA","95370",17,"06","109","TUOLUMNE","COUNTY",,,
"05","1","056","055","301","VENTURA CO SPL SCHS OPER BY CO SUPT","SUPT","535 E MAIN ST",,"VENTURA","CA","93009",1045,"06","111","VENTURA","COUNTY","8735","49","VENTURA, CA"
"05","1","056","055","302","VENTURA COUNTY ROP","DIRECTOR","465 HORIZON CIRCLE",,"CAMIRILLO","CA","93010",,"06","111","VENTURA","COUNTY","8735","49","VENTURA, CA"
"05","1","057","056","301","YOLO CO SPL SCHS OPER BY CO SUPT","SUPT","175 WALNUT ST",,"WOODLAND","CA","95695",375,"06","113","YOLO","COUNTY","9270","82","YOLO, CA"
"05","1","057","056","302","YOLO COUNTY ROP","DIRECTOR","175 WALNUT ST",,"WOODLAND","CA","95695",,"06","113","YOLO","COUNTY","9270","82","YOLO, CA"
"05","1","058","057","301","YUBA CO SPL SCHS OPER BY CO SUPT","SUPT","938 14TH ST",,"MARYVILLE","CA","95901",255,"06","115","YUBA","COUNTY","9340","00","YUBA CITY, CA"
"05","2","038","001","301","SAN FRANCISCO CITY/CNTY SPECIAL SCHOOLS","SUPT","700 FONT BLVD",,"SAN FRANCISCO","CA","94132",941,"06","075","SAN FRANCISCO","CITY AND COUNTY","7360","84","SAN FRANCISCO, CA"
